OrderID,OrderDate,CustomerID,ProductCategory,Product,Quantity,Discount,Sales,Profit,PaymentMethod,OrderStatus,CustomerName,Segment,Region,City,State,SignupDate,AgeGroup,Profit Margin,Profit per Unit,Loss Flag,OrderYear,OrderMonth
ORD00011,2025-09-26,CUST0555,Electronics,Monitor,4.0,0.1,64800.0,9465.85,UPI,Shipped,Aarav Mehta,Consumer,South,Coimbatore,Tamil Nadu,2023-05-19,51+,0.14607793209876543,2366.4625,Profit,2025,2025-09
ORD00012,2026-07-30,CUST0486,Electronics,Headphones,1.0,0.0,4500.0,1500.0,Cash on Delivery,Delivered,Shreya Chopra,Consumer,West,Ahmedabad,Gujarat,2025-10-26,18-25,0.3333333333333333,1500.0,Profit,2026,2026-07
ORD00013,2026-02-23,CUST0484,Furniture,Desk,3.0,0.2,36000.0,5878.38,UPI,Delivered,Rahul Pillai,Consumer,North,Delhi,Delhi,2025-05-08,36-50,0.16328833333333334,1959.46,Profit,2026,2026-02
ORD00014,2026-08-16,CUST0327,Furniture,Office Chair,1.0,0.05,8550.0,1997.29,UPI,Delivered,Sanjay Singh,Corporate,West,Pune,Maharashtra,2023-11-03,18-25,0.23360116959064328,1997.29,Profit,2026,2026-08
ORD00015,2026-05-04,CUST0525,Electronics,Monitor,1.0,0.05,17100.0,2920.21,NetBanking,Delivered,Varun Gupta,Home Office,North,Delhi,Delhi,2023-05-14,36-50,0.17077251461988305,2920.21,Profit,2026,2026-05
ORD00016,2025-12-14,CUST0192,Electronics,Laptop,2.0,0.15,93500.0,7920.6,UPI,Delivered,Kavya Verma,Home Office,East,Bhubaneswar,Odisha,2023-06-15,36-50,0.08471229946524064,3960.3,Profit,2025,2025-12
ORD00017,2026-05-23,CUST0583,Furniture,Office Chair,3.0,0.1,24300.0,4971.65,Card,Delivered,Shreya Menon,Home Office,West,Ahmedabad,Gujarat,2023-09-05,26-35,0.2045946502057613,1657.2166666666665,Profit,2026,2026-05
ORD00018,2026-02-21,CUST0460,Electronics,Headphones,1.0,0.1,4050.0,1137.49,UPI,Delivered,Rohan Nair,Consumer,South,Chennai,Tamil Nadu,2023-12-17,18-25,0.28086172839506174,1137.49,Profit,2026,2026-02
ORD00019,2025-11-29,CUST0503,Electronics,Headphones,2.0,0.1,8100.0,2537.24,NetBanking,Delivered,Manoj Nair,Home Office,South,Hyderabad,Telangana,2025-08-16,51+,0.31323950617283947,1268.62,Profit,2025,2025-11
ORD00020,2026-03-13,CUST0214,Office Supplies,Printer,4.0,0.15,47600.0,6163.33,Card,Shipped,Ananya Rao,Consumer,South,Hyderabad,Telangana,2023-07-14,51+,0.12948172268907562,1540.8325,Profit,2026,2026-03
ORD00021,2025-11-01,CUST0166,Office Supplies,Desk Organizer,5.0,0.1,4050.0,1058.08,Cash on Delivery,Delivered,Arjun Gupta,Home Office,South,Chennai,Tamil Nadu,2024-10-19,18-25,0.2612543209876543,211.61599999999999,Profit,2025,2025-11
ORD00022,2026-05-07,CUST0378,Office Supplies,Stapler,5.0,0.15,1487.5,385.12,Cash on Delivery,Delivered,Aarav Joshi,Home Office,South,Bengaluru,Karnataka,2025-12-14,26-35,0.2589042016806723,77.024,Profit,2026,2026-05
ORD00023,2025-12-30,CUST0385,Accessories,Usb Hub,5.0,0.05,8550.0,2868.99,Cash on Delivery,Shipped,Karthik Singh,Consumer,South,Coimbatore,Tamil Nadu,2023-06-06,26-35,0.33555438596491227,573.798,Profit,2025,2025-12
ORD00024,2025-09-21,CUST0402,Electronics,Keyboard,2.0,0.0,5000.0,1600.0,NetBanking,Shipped,Diya Pillai,Corporate,South,Chennai,Tamil Nadu,2025-08-08,36-50,0.32,800.0,Profit,2025,2025-09
ORD00025,2026-02-08,CUST0449,Accessories,Mouse,1.0,0.0,1400.0,500.0,NetBanking,Shipped,Ishaan Kulkarni,Consumer,West,Pune,Maharashtra,2023-06-12,36-50,0.35714285714285715,500.0,Profit,2026,2026-02
ORD00026,2026-07-14,CUST0482,Electronics,Office Chair,4.0,0.0,36000.0,9200.0,UPI,Delivered,Divya Reddy,Consumer,South,Chennai,Tamil Nadu,2025-06-12,26-35,0.25555555555555554,2300.0,Profit,2026,2026-07
ORD00027,2026-07-21,CUST0200,Accessories,Usb Hub,4.0,0.05,6840.0,2310.29,NetBanking,Delivered,Nisha Mishra,Home Office,South,Bengaluru,Karnataka,2023-10-31,51+,0.33776169590643274,577.5725,Profit,2026,2026-07
ORD00028,2026-01-14,CUST0064,Electronics,Keyboard,15.0,0.1,33750.0,10059.46,NetBanking,Delivered,Diya Rao,Corporate,South,Chennai,Tamil Nadu,2025-05-13,26-35,0.29805807407407403,670.6306666666666,Profit,2026,2026-01
ORD00029,2025-10-04,CUST0177,Accessories,Mouse,2.0,0.05,2660.0,903.86,NetBanking,Delivered,Lakshmi Mehta,Home Office,West,Mumbai,Maharashtra,2023-11-03,26-35,0.339796992481203,451.93,Profit,2025,2025-10
ORD00030,2025-09-20,CUST0359,Accessories,Webcam,2.0,0.05,7980.0,2063.3,Cash on Delivery,Delivered,Ananya Mishra,Consumer,South,Bengaluru,Karnataka,2024-05-22,26-35,0.25855889724310777,1031.65,Profit,2025,2025-09
ORD00031,2026-05-01,CUST0090,Accessories,Usb Hub,1.0,0.15,1530.0,491.47,NetBanking,Delivered,Nisha Bose,Corporate,South,Coimbatore,Tamil Nadu,2024-09-07,51+,0.32122222222222224,491.47,Profit,2026,2026-05
ORD00032,2026-03-14,CUST0125,Accessories,Usb Hub,2.0,0.2,2880.0,-730.55,NetBanking,Cancelled,Diya Singh,Home Office,East,Patna,Bihar,2023-08-16,36-50,-0.2536631944444444,-365.275,Loss,2026,2026-03
ORD00033,2026-07-28,CUST0362,Office Supplies,Printer,2.0,0.1,25200.0,3802.3,Cash on Delivery,Delivered,Karthik Joshi,Consumer,South,Coimbatore,Tamil Nadu,2025-09-08,26-35,0.15088492063492065,1901.15,Profit,2026,2026-07
ORD00034,2025-08-11,CUST0598,Electronics,Keyboard,1.0,0.05,2375.0,733.65,Cash on Delivery,Delivered,Arjun Das,Consumer,South,Hyderabad,Telangana,2024-07-07,36-50,0.30890526315789474,733.65,Profit,2025,2025-08
ORD00035,2026-04-23,CUST0470,Office Supplies,Printer,3.0,0.15,35700.0,4197.41,UPI,Delivered,Akash Kulkarni,Consumer,West,Surat,Gujarat,2025-07-01,51+,0.11757450980392156,1399.1366666666665,Profit,2026,2026-04
ORD00036,2025-09-15,CUST0596,Electronics,Headphones,2.0,0.1,8100.0,2319.67,Card,Shipped,Manoj Rao,Consumer,South,Bengaluru,Karnataka,2024-01-21,18-25,0.28637901234567903,1159.835,Profit,2025,2025-09
ORD00037,2026-08-06,CUST0540,Furniture,Cabinet,1.0,0.3,9100.0,408.21,NetBanking,Delivered,Kavya Rao,Consumer,South,Chennai,Tamil Nadu,2023-09-30,18-25,0.044858241758241754,408.21,Profit,2026,2026-08
ORD00038,2026-05-11,CUST0374,Accessories,Webcam,2.0,0.1,7560.0,1719.24,Cash on Delivery,Delivered,Ishaan Chopra,Consumer,South,Bengaluru,Karnataka,2024-09-12,18-25,0.22741269841269843,859.62,Profit,2026,2026-05
ORD00039,2026-04-03,CUST0167,Accessories,Mouse,4.0,0.1,5040.0,1535.58,NetBanking,Delivered,Aarav Mehta,Consumer,South,Hyderabad,Telangana,2024-10-15,51+,0.3046785714285714,383.895,Profit,2026,2026-04
ORD00040,2026-08-27,CUST0107,Accessories,Webcam,1.0,0.05,3990.0,1063.66,Cash on Delivery,Shipped,Ishaan Sharma,Consumer,East,Bhubaneswar,Odisha,2024-11-29,26-35,0.26658145363408525,1063.66,Profit,2026,2026-08
ORD00041,2026-07-27,CUST0305,Office Supplies,Printer,2.0,0.05,26600.0,4931.85,UPI,Delivered,Nisha Mishra,Consumer,North,Jaipur,Rajasthan,2024-11-15,26-35,0.18540789473684213,2465.925,Profit,2026,2026-07
ORD00042,2026-03-24,CUST0370,Office Supplies,Paper,2.0,0.15,765.0,113.91,UPI,Delivered,Diya Kulkarni,Corporate,North,Chandigarh,Chandigarh,2024-04-20,26-35,0.14890196078431372,56.955,Profit,2026,2026-03
ORD00043,2026-07-01,CUST0340,Electronics,Laptop,1.0,0.0,55000.0,9000.0,UPI,Delivered,Lakshmi Pillai,Corporate,South,Chennai,Tamil Nadu,2023-11-04,18-25,0.16363636363636364,9000.0,Profit,2026,2026-07
ORD00044,2025-12-09,CUST0279,Office Supplies,Desk Organizer,3.0,0.15,2295.0,544.5,Cash on Delivery,Delivered,Aditya Bose,Consumer,North,Delhi,Delhi,2024-04-09,26-35,0.2372549019607843,181.5,Profit,2025,2025-12
ORD00045,2026-01-30,CUST0284,Office Supplies,Stapler,3.0,0.15,892.5,-120.41,UPI,Cancelled,Pooja Mehta,Consumer,South,Chennai,Tamil Nadu,2024-07-24,36-50,-0.13491316526610644,-40.13666666666666,Loss,2026,2026-01
ORD00046,2025-10-08,CUST0597,Electronics,Keyboard,3.0,0.3,5250.0,1324.49,Cash on Delivery,Shipped,Harini Menon,Corporate,South,Hyderabad,Telangana,2025-05-09,51+,0.2522838095238095,441.49666666666667,Profit,2025,2025-10
ORD00047,2025-10-31,CUST0486,Office Supplies,Printer,3.0,0.2,33600.0,1949.86,NetBanking,Delivered,Shreya Chopra,Consumer,West,Ahmedabad,Gujarat,2025-10-26,18-25,0.058031547619047615,649.9533333333333,Profit,2025,2025-10
ORD00048,2026-02-15,CUST0415,Electronics,Laptop,15.0,0.1,243000.0,34082.1,NetBanking,Delivered,Manoj Bose,Corporate,South,Bengaluru,Karnataka,2024-07-04,36-50,0.14025555555555555,2272.14,Profit,2026,2026-02
ORD00049,2026-06-15,CUST0475,Accessories,Webcam,1.0,0.15,3570.0,841.89,UPI,Delivered,Divya Verma,Consumer,South,Bengaluru,Karnataka,2025-12-10,26-35,0.2358235294117647,841.89,Profit,2026,2026-06
ORD00050,2025-12-22,CUST0015,Accessories,Usb Hub,3.0,0.05,5130.0,1807.07,UPI,Delivered,Diya Pillai,Corporate,South,Coimbatore,Tamil Nadu,2024-09-16,51+,0.35225536062378165,602.3566666666667,Profit,2025,2025-12
ORD00051,2025-07-03,CUST0515,Electronics,Monitor,4.0,0.0,72000.0,14000.0,Cash on Delivery,Shipped,Priya Rao,Home Office,South,Chennai,Tamil Nadu,2025-06-05,18-25,0.19444444444444445,3500.0,Profit,2025,2025-07
ORD00052,2026-03-28,CUST0372,Accessories,Mouse,10.0,0.0,14000.0,5000.0,Card,Delivered,Akash Das,Corporate,South,Bengaluru,Karnataka,2024-08-19,36-50,0.35714285714285715,500.0,Profit,2026,2026-03
ORD00053,2025-11-02,CUST0067,Electronics,Monitor,2.0,0.1,32400.0,4453.74,UPI,Delivered,Varun Joshi,Consumer,South,Chennai,Tamil Nadu,2024-10-29,26-35,0.13746111111111112,2226.87,Profit,2025,2025-11
ORD00054,2026-06-23,CUST0564,Accessories,Webcam,2.0,0.1,7560.0,1805.85,NetBanking,Delivered,Aditya Joshi,Home Office,East,Guwahati,Assam,2025-12-19,51+,0.23886904761904762,902.925,Profit,2026,2026-06
ORD00055,2026-01-18,CUST0511,Electronics,Monitor,10.0,0.0,180000.0,35000.0,NetBanking,Delivered,Sneha Naidu,Corporate,North,Delhi,Delhi,2023-05-20,18-25,0.19444444444444445,3500.0,Profit,2026,2026-01
ORD00056,2025-08-11,CUST0353,Electronics,Monitor,4.0,0.1,64800.0,10554.37,UPI,Delivered,Aditya Iyer,Home Office,South,Hyderabad,Telangana,2024-08-21,36-50,0.16287608024691358,2638.5925,Profit,2025,2025-08
ORD00057,2025-09-18,CUST0019,Electronics,Monitor,3.0,0.0,54000.0,10500.0,Cash on Delivery,Delivered,Ishaan Pillai,Consumer,West,Ahmedabad,Gujarat,2023-06-28,36-50,0.19444444444444445,3500.0,Profit,2025,2025-09
ORD00058,2026-02-22,CUST0527,Furniture,Cabinet,1.0,0.2,10400.0,1769.98,Card,Delivered,Aarav Patel,Consumer,South,Hyderabad,Telangana,2024-04-04,26-35,0.1701903846153846,1769.98,Profit,2026,2026-02
ORD00059,2026-01-29,CUST0062,Accessories,Backpack,1.0,0.2,1760.0,549.95,UPI,Delivered,Harini Pillai,Corporate,North,Jaipur,Rajasthan,2023-04-01,36-50,0.31247159090909093,549.95,Profit,2026,2026-01
ORD00060,2025-09-08,CUST0315,Office Supplies,Desk Organizer,2.0,0.1,1620.0,424.4,Cash on Delivery,Delivered,Harini Verma,Consumer,South,Coimbatore,Tamil Nadu,2024-10-22,18-25,0.26197530864197527,212.2,Profit,2025,2025-09
ORD00061,2026-03-03,CUST0242,Furniture,Desk,4.0,0.05,57000.0,11461.57,UPI,Delivered,Priya Singh,Consumer,West,Pune,Maharashtra,2024-11-26,26-35,0.2010801754385965,2865.3925,Profit,2026,2026-03
ORD00062,2026-03-15,CUST0319,Electronics,Monitor,1.0,0.1,16200.0,2296.99,Cash on Delivery,Delivered,Vikram Sharma,Consumer,South,Bengaluru,Karnataka,2024-01-16,26-35,0.1417895061728395,2296.99,Profit,2026,2026-03
ORD00063,2026-06-26,CUST0276,Office Supplies,Printer,2.0,0.1,25200.0,3594.29,Cash on Delivery,Delivered,Lakshmi Pillai,Home Office,West,Mumbai,Maharashtra,2024-01-26,36-50,0.14263055555555557,1797.145,Profit,2026,2026-06
ORD00064,2025-12-18,CUST0428,Furniture,Cabinet,1.0,0.15,11050.0,-5348.47,Card,Cancelled,Akash Iyer,Home Office,North,Chandigarh,Chandigarh,2024-08-10,26-35,-0.4840244343891403,-5348.47,Loss,2025,2025-12
ORD00065,2025-11-05,CUST0004,Furniture,Cabinet,1.0,0.05,12350.0,2705.91,Card,Delivered,Vikram Kulkarni,Consumer,West,Pune,Maharashtra,2023-09-22,18-25,0.21910202429149797,2705.91,Profit,2025,2025-11
ORD00066,2026-07-19,CUST0050,Office Supplies,Desk Organizer,4.0,0.15,3060.0,838.81,Card,Delivered,Varun Mehta,Home Office,North,Jaipur,Rajasthan,2025-07-08,26-35,0.2741209150326797,209.7025,Profit,2026,2026-07
ORD00067,2025-09-13,CUST0581,Electronics,Monitor,15.0,0.0,270000.0,52500.0,UPI,Delivered,Aditya Naidu,Consumer,South,Coimbatore,Tamil Nadu,2024-10-03,18-25,0.19444444444444445,3500.0,Profit,2025,2025-09
ORD00068,2026-03-02,CUST0136,Furniture,Office Chair,2.0,0.05,17100.0,4128.59,Card,Delivered,Meera Patel,Consumer,North,Delhi,Delhi,2024-08-15,36-50,0.24143801169590645,2064.295,Profit,2026,2026-03
ORD00069,2026-04-25,CUST0158,Office Supplies,Desk Organizer,1.0,0.0,900.0,280.0,Cash on Delivery,Delivered,Ananya Reddy,Home Office,South,Bengaluru,Karnataka,2024-04-04,18-25,0.3111111111111111,280.0,Profit,2026,2026-04
ORD00070,2026-06-04,CUST0410,Accessories,Mouse,3.0,0.1,3780.0,1178.16,NetBanking,Delivered,Pooja Iyer,Corporate,South,Bengaluru,Karnataka,2025-07-08,18-25,0.3116825396825397,392.72,Profit,2026,2026-06
ORD00071,2025-08-10,CUST0348,Accessories,Usb Hub,1.0,0.0,1800.0,650.0,Card,Delivered,Varun Verma,Home Office,East,Patna,Bihar,2024-01-11,26-35,0.3611111111111111,650.0,Profit,2025,2025-08
ORD00072,2026-07-14,CUST0380,Accessories,Webcam,1.0,0.05,3990.0,1040.65,Card,Delivered,Arjun Sharma,Home Office,West,Surat,Gujarat,2024-07-24,36-50,0.26081453634085217,1040.65,Profit,2026,2026-07
ORD00073,2026-02-19,CUST0043,Accessories,Webcam,1.0,0.05,3990.0,1053.8,NetBanking,Delivered,Meera Mehta,Corporate,West,Mumbai,Maharashtra,2024-04-22,51+,0.2641102756892231,1053.8,Profit,2026,2026-02
ORD00074,2025-11-20,CUST0521,Accessories,Backpack,2.0,0.15,3740.0,956.3,Card,Delivered,Priya Singh,Consumer,South,Bengaluru,Karnataka,2025-11-16,51+,0.2556951871657754,478.15,Profit,2025,2025-11
ORD00075,2025-09-23,CUST0502,Accessories,Webcam,2.0,0.0,8400.0,2400.0,NetBanking,Delivered,Kavya Nair,Home Office,West,Pune,Maharashtra,2024-02-11,51+,0.2857142857142857,1200.0,Profit,2025,2025-09
ORD00076,2025-08-16,CUST0273,Furniture,Desk,3.0,0.05,42750.0,8647.1,UPI,Delivered,Akash Verma,Corporate,South,Chennai,Tamil Nadu,2024-07-10,51+,0.20227134502923977,2882.366666666667,Profit,2025,2025-08
ORD00077,2026-02-25,CUST0229,Electronics,Laptop,1.0,0.15,46750.0,2627.54,UPI,Delivered,Harini Chopra,Consumer,South,Bengaluru,Karnataka,2025-05-19,26-35,0.056204064171122996,2627.54,Profit,2026,2026-02
ORD00078,2025-11-30,CUST0186,Electronics,Headphones,4.0,0.15,15300.0,4351.26,UPI,Shipped,Vikram Verma,Corporate,South,Coimbatore,Tamil Nadu,2024-03-12,18-25,0.28439607843137255,1087.815,Profit,2025,2025-11
ORD00079,2025-11-24,CUST0358,Furniture,Cabinet,1.0,0.1,11700.0,2234.53,UPI,Delivered,Sanjay Das,Consumer,South,Hyderabad,Telangana,2025-08-29,18-25,0.1909854700854701,2234.53,Profit,2025,2025-11
ORD00080,2025-10-25,CUST0223,Office Supplies,Stapler,4.0,0.1,1260.0,381.39,UPI,Delivered,Akash Bose,Consumer,South,Chennai,Tamil Nadu,2023-12-31,18-25,0.3026904761904762,95.3475,Profit,2025,2025-10
ORD00081,2026-03-28,CUST0389,Office Supplies,Paper,6.0,0.05,2565.0,593.51,Cash on Delivery,Delivered,Manoj Pillai,Corporate,East,Patna,Bihar,2023-07-09,36-50,0.23138791423001948,98.91833333333334,Profit,2026,2026-03
ORD00082,2026-01-14,CUST0307,Accessories,Usb Hub,2.0,0.05,3420.0,1211.81,UPI,Delivered,Diya Mishra,Corporate,South,Coimbatore,Tamil Nadu,2024-12-29,26-35,0.3543304093567251,605.905,Profit,2026,2026-01
ORD00083,2025-12-16,CUST0209,Accessories,Mouse,6.0,0.05,7980.0,2687.39,Card,Delivered,Rahul Naidu,Consumer,South,Hyderabad,Telangana,2023-02-09,36-50,0.336765664160401,447.8983333333333,Profit,2025,2025-12
ORD00084,2026-05-10,CUST0328,Electronics,Keyboard,2.0,0.1,4500.0,1236.52,Cash on Delivery,Delivered,Priya Patel,Corporate,North,Delhi,Delhi,2025-03-16,18-25,0.2747822222222222,618.26,Profit,2026,2026-05
ORD00085,2025-08-27,CUST0277,Electronics,Keyboard,2.0,0.1,4500.0,1204.47,NetBanking,Delivered,Pooja Sharma,Corporate,East,Patna,Bihar,2025-02-27,18-25,0.26766,602.235,Profit,2025,2025-08
ORD00086,2026-07-23,CUST0137,Furniture,Bookshelf,2.0,0.1,19800.0,3728.08,Card,Shipped,Nisha Rao,Corporate,North,Delhi,Delhi,2024-07-02,26-35,0.1882868686868687,1864.04,Profit,2026,2026-07
ORD00087,2026-05-11,CUST0169,Accessories,Backpack,3.0,0.0,6600.0,2250.0,NetBanking,Delivered,Sneha Bose,Consumer,South,Hyderabad,Telangana,2024-09-10,26-35,0.3409090909090909,750.0,Profit,2026,2026-05
ORD00088,2026-06-13,CUST0561,Accessories,Mouse,1.0,0.2,1120.0,311.65,UPI,Delivered,Harini Joshi,Corporate,South,Coimbatore,Tamil Nadu,2023-09-10,26-35,0.27825892857142853,311.65,Profit,2026,2026-06
ORD00089,2026-02-08,CUST0307,Electronics,Laptop,2.0,0.1,99000.0,12769.91,Card,Delivered,Diya Mishra,Corporate,South,Coimbatore,Tamil Nadu,2024-12-29,26-35,0.1289889898989899,6384.955,Profit,2026,2026-02
ORD00090,2026-07-21,CUST0274,Electronics,Laptop,3.0,0.15,140250.0,-34976.24,UPI,Cancelled,Meera Bose,Corporate,South,Hyderabad,Telangana,2025-01-06,26-35,-0.24938495543672012,-11658.746666666666,Loss,2026,2026-07
ORD00091,2026-05-10,CUST0528,Electronics,Keyboard,1.0,0.1,2250.0,613.64,Card,Delivered,Karthik Menon,Consumer,South,Chennai,Tamil Nadu,2024-07-24,36-50,0.2727288888888889,613.64,Profit,2026,2026-05
ORD00092,2025-08-01,CUST0181,Furniture,Office Chair,3.0,0.05,25650.0,-7434.27,NetBanking,Returned,Rohan Iyer,Corporate,West,Surat,Gujarat,2023-03-20,36-50,-0.2898350877192983,-2478.09,Loss,2025,2025-08
ORD00093,2025-12-12,CUST0259,Electronics,Monitor,1.0,0.15,15300.0,1948.46,NetBanking,Delivered,Manoj Menon,Home Office,South,Coimbatore,Tamil Nadu,2023-10-20,26-35,0.12735032679738562,1948.46,Profit,2025,2025-12
ORD00094,2025-09-06,CUST0086,Accessories,Mouse,4.0,0.05,5320.0,1784.9,NetBanking,Delivered,Pooja Khan,Home Office,West,Chennai,Maharashtra,2023-05-28,36-50,0.3355075187969925,446.225,Profit,2025,2025-09
ORD00095,2026-03-20,CUST0093,Electronics,Laptop,2.0,0.1,99000.0,9299.57,UPI,Delivered,Sanjay Rao,Consumer,East,Kolkata,West Bengal,2023-12-13,26-35,0.09393505050505051,4649.785,Profit,2026,2026-03
ORD00096,2025-07-04,CUST0445,Electronics,Laptop,1.0,0.0,55000.0,9000.0,UPI,Delivered,Diya Bose,Consumer,East,Kolkata,West Bengal,2024-10-18,51+,0.16363636363636364,9000.0,Profit,2025,2025-07
ORD00097,2026-03-21,CUST0349,Electronics,Headphones,1.0,0.15,3825.0,986.19,Card,Delivered,Aarav Nair,Corporate,South,Hyderabad,Telangana,2025-07-22,26-35,0.25782745098039217,986.19,Profit,2026,2026-03
ORD00098,2026-06-09,CUST0488,Furniture,Office Chair,2.0,0.1,16200.0,3706.94,NetBanking,Delivered,Rohan Chopra,Home Office,West,Surat,Gujarat,2025-09-23,26-35,0.22882345679012345,1853.47,Profit,2026,2026-06
ORD00099,2026-06-28,CUST0526,Office Supplies,Desk Organizer,2.0,0.3,1260.0,218.08,NetBanking,Delivered,Meera Mehta,Consumer,West,Pune,Maharashtra,2023-10-08,18-25,0.17307936507936508,109.04,Profit,2026,2026-06
ORD00100,2026-04-27,CUST0127,Furniture,Desk,2.0,0.1,27000.0,4872.4,Cash on Delivery,Delivered,Ananya Patel,Home Office,North,Chandigarh,Chandigarh,2023-08-13,26-35,0.18045925925925924,2436.2,Profit,2026,2026-04
ORD00101,2026-03-02,CUST0483,Office Supplies,Stapler,3.0,0.2,840.0,191.65,NetBanking,Delivered,Harini Rao,Home Office,South,Bengaluru,Karnataka,2025-12-26,18-25,0.22815476190476192,63.88333333333333,Profit,2026,2026-03
ORD00102,2026-06-10,CUST0059,Furniture,Desk,6.0,0.05,85500.0,18540.32,Card,Delivered,Rahul Verma,Corporate,East,Guwahati,Assam,2023-02-16,36-50,0.21684584795321638,3090.0533333333333,Profit,2026,2026-06
ORD00103,2026-01-31,CUST0310,Accessories,Usb Hub,5.0,0.1,8100.0,2652.94,UPI,Delivered,Karthik Chopra,Corporate,East,Guwahati,Assam,2024-09-09,18-25,0.32752345679012346,530.588,Profit,2026,2026-01
ORD00104,2026-02-10,CUST0143,Accessories,Mouse,5.0,0.0,7000.0,2500.0,Cash on Delivery,Delivered,Ananya Naidu,Home Office,South,Bengaluru,Karnataka,2023-04-11,36-50,0.35714285714285715,500.0,Profit,2026,2026-02
ORD00105,2026-07-03,CUST0068,Office Supplies,Stapler,5.0,0.2,1400.0,393.65,UPI,Delivered,Harini Pillai,Corporate,East,Guwahati,Assam,2024-04-08,36-50,0.2811785714285714,78.72999999999999,Profit,2026,2026-07
ORD00106,2025-08-31,CUST0165,Furniture,Cabinet,2.0,0.0,26000.0,6400.0,UPI,Delivered,Diya Mishra,Consumer,South,Hyderabad,Telangana,2025-04-25,51+,0.24615384615384617,3200.0,Profit,2025,2025-08
ORD00107,2025-09-21,CUST0395,Office Supplies,Stapler,4.0,0.05,1330.0,432.28,UPI,Delivered,Ananya Gupta,Consumer,North,Lucknow,Uttar Pradesh,2025-01-30,18-25,0.32502255639097744,108.07,Profit,2025,2025-09
ORD00108,2025-09-15,CUST0029,Accessories,Mouse,3.0,0.0,4200.0,1500.0,Card,Delivered,Rohan Kulkarni,Consumer,West,Mumbai,Maharashtra,2023-04-17,36-50,0.35714285714285715,500.0,Profit,2025,2025-09
ORD00109,2025-08-13,CUST0061,Electronics,Keyboard,3.0,0.2,6000.0,1616.79,UPI,Delivered,Meera Kulkarni,Consumer,South,Bengaluru,Karnataka,2024-11-07,18-25,0.269465,538.93,Profit,2025,2025-08
ORD00110,2025-11-20,CUST0177,Electronics,Laptop,5.0,0.1,247500.0,31987.81,NetBanking,Delivered,Lakshmi Mehta,Home Office,West,Mumbai,Maharashtra,2023-11-03,26-35,0.12924367676767679,6397.562,Profit,2025,2025-11
ORD00111,2025-07-22,CUST0076,Office Supplies,Stapler,3.0,0.0,1050.0,360.0,Card,Delivered,Arjun Sharma,Home Office,East,Guwahati,Assam,2023-12-08,51+,0.34285714285714286,120.0,Profit,2025,2025-07
